src_id,src_cluster,dst_id,dst_cluster,bucket_id
19,0,58,0,7
34,0,58,0,7
96,0,88,0,7
101,1,100,1,7
71,0,58,0,7
71,0,72,0,7
79,0,70,0,7
79,0,48,0,7
79,0,58,0,7
79,0,63,0,7
98,0,97,0,7
104,0,59,0,7
36,0,88,0,7
36,0,93,0,7
36,0,89,0,7
36,0,90,0,7
36,0,84,0,7
36,0,56,0,7
36,0,32,0,7
36,0,58,0,7
36,0,60,0,7
36,0,55,0,7
36,0,50,0,7
51,0,70,0,7
51,0,58,0,7
74,2,73,2,7
90,0,56,0,7
63,0,79,0,7
72,0,71,0,7
70,0,51,0,7
12,0,66,0,7
12,0,32,0,7
9,0,64,0,7
9,0,58,0,7
9,0,76,0,7
9,0,49,0,7
9,0,40,0,7
38,0,58,0,7
103,0,58,0,7
103,0,72,0,7
83,0,58,0,7
83,0,59,0,7
99,0,8,0,7
84,0,8,0,7
84,0,86,0,7
100,1,101,1,7
41,0,80,0,7
41,0,43,0,7
41,0,64,0,7
41,0,76,0,7
41,0,78,0,7
41,0,52,0,7
41,0,32,0,7
41,0,61,0,7
41,0,65,0,7
41,0,59,0,7
41,0,81,0,7
41,0,63,0,7
41,0,58,0,7
41,0,56,0,7
56,0,57,0,7
56,0,61,0,7
47,0,46,0,7
94,0,84,0,7
53,1,54,1,7
97,0,98,0,7
97,0,48,0,7
97,0,102,0,7
46,0,22,0,7
48,0,86,0,7
48,0,97,0,7
48,0,58,0,7
48,0,46,0,7
73,2,74,2,7
32,0,77,0,7
32,0,58,0,7
32,0,68,0,7
32,0,52,0,7
32,0,59,0,7
62,0,50,0,7
102,0,97,0,7
67,0,59,0,7
67,0,8,0,7
67,0,32,0,7
69,0,67,0,7
69,0,84,0,7
69,0,95,0,7
3,0,84,0,7
8,0,84,0,7
44,0,84,0,7
44,0,50,0,7
44,0,75,0,7
44,0,59,0,7
44,0,46,0,7
44,0,14,0,7
44,0,45,0,7
44,0,51,0,7
91,0,47,0,7
91,0,81,0,7
91,0,92,0,7
86,0,48,0,7
87,0,8,0,7
87,0,63,0,7
68,0,61,0,7
68,0,56,0,7
19,0,85,0,8
19,0,64,0,8
19,0,82,0,8
19,0,8,0,8
19,0,72,0,8
19,0,52,0,8
19,0,58,0,8
34,0,108,0,8
34,0,109,0,8
34,0,58,0,8
96,0,88,0,8
101,1,115,1,8
101,1,100,1,8
71,0,58,0,8
71,0,72,0,8
29,0,58,0,8
105,0,107,0,8
105,0,56,0,8
105,0,61,0,8
105,0,8,0,8
105,0,33,0,8
105,0,81,0,8
79,0,109,0,8
79,0,70,0,8
79,0,48,0,8
79,0,58,0,8
79,0,63,0,8
98,0,97,0,8
104,0,59,0,8
36,0,113,0,8
36,0,104,0,8
36,0,110,0,8
36,0,105,0,8
36,0,109,0,8
36,0,88,0,8
36,0,93,0,8
36,0,89,0,8
36,0,60,0,8
36,0,90,0,8
36,0,84,0,8
51,0,70,0,8
51,0,58,0,8
106,0,72,0,8
74,2,73,2,8
63,0,79,0,8
72,0,71,0,8
90,0,56,0,8
70,0,51,0,8
12,0,66,0,8
12,0,32,0,8
9,0,64,0,8
9,0,58,0,8
9,0,76,0,8
38,0,58,0,8
83,0,58,0,8
83,0,59,0,8
103,0,58,0,8
103,0,72,0,8
99,0,8,0,8
84,0,8,0,8
84,0,86,0,8
100,1,101,1,8
41,0,80,0,8
41,0,43,0,8
41,0,64,0,8
41,0,76,0,8
41,0,78,0,8
41,0,52,0,8
41,0,32,0,8
41,0,61,0,8
41,0,65,0,8
41,0,59,0,8
41,0,81,0,8
41,0,63,0,8
41,0,58,0,8
41,0,56,0,8
56,0,105,0,8
56,0,90,0,8
56,0,68,0,8
94,0,84,0,8
97,0,98,0,8
97,0,48,0,8
97,0,102,2,8
111,1,112,1,8
48,0,86,0,8
48,0,97,0,8
48,0,58,0,8
73,2,74,2,8
32,0,77,0,8
32,0,58,0,8
32,0,68,0,8
102,2,97,0,8
67,0,59,0,8
67,0,8,0,8
67,0,32,0,8
69,0,67,0,8
69,0,84,0,8
69,0,95,0,8
3,0,84,0,8
8,0,84,0,8
114,0,105,0,8
91,0,47,2,8
91,0,81,0,8
91,0,92,2,8
86,0,48,0,8
44,0,116,2,8
44,0,102,2,8
44,0,117,2,8
44,0,84,0,8
44,0,50,2,8
44,0,75,2,8
87,0,58,0,8
87,0,8,0,8
87,0,63,0,8
68,0,61,0,8
68,0,56,0,8
119,2,120,0,9
119,2,58,0,9
96,2,32,2,9
96,2,124,2,9
96,2,88,2,9
34,2,108,0,9
34,2,58,0,9
34,2,109,0,9
101,2,115,2,9
101,2,100,2,9
80,2,58,0,9
29,2,58,0,9
105,2,107,2,9
105,2,56,2,9
105,2,61,2,9
105,2,8,2,9
105,2,33,2,9
105,2,81,2,9
79,2,58,0,9
79,2,109,0,9
98,2,97,0,9
121,2,108,0,9
104,0,59,0,9
36,0,127,0,9
36,0,128,0,9
36,0,124,2,9
36,0,112,0,9
36,0,113,0,9
36,0,104,0,9
36,0,110,0,9
36,0,105,2,9
36,0,109,0,9
111,0,112,0,9
125,2,126,2,9
106,2,72,0,9
1,1,123,1,9
74,1,73,1,9
72,0,124,2,9
72,0,106,2,9
9,2,120,0,9
103,2,58,0,9
103,2,72,0,9
99,2,126,2,9
99,2,8,2,9
84,2,8,2,9
100,2,101,2,9
56,2,105,2,9
56,2,90,2,9
56,2,68,2,9
120,0,119,2,9
120,0,75,2,9
97,0,98,2,9
97,0,48,2,9
97,0,102,2,9
131,1,30,1,9
48,2,86,0,9
48,2,97,0,9
48,2,58,0,9
32,2,130,2,9
102,2,97,0,9
124,2,8,2,9
124,2,61,2,9
124,2,85,0,9
124,2,109,0,9
124,2,72,0,9
118,2,120,0,9
118,2,100,2,9
3,2,84,2,9
8,2,84,2,9
44,0,92,2,9
44,0,129,2,9
44,0,79,2,9
44,0,116,2,9
44,0,102,2,9
44,0,117,2,9
114,2,105,2,9
85,0,124,2,9
91,2,47,2,9
91,2,81,2,9
26,1,122,1,9
87,2,58,0,9
19,0,82,2,10
19,0,120,2,10
19,0,139,2,10
19,0,52,2,10
19,0,111,2,10
119,0,120,2,10
119,0,58,2,10
96,0,137,0,10
96,0,32,0,10
96,0,124,2,10
34,0,108,2,10
34,0,58,2,10
34,0,109,2,10
101,2,115,2,10
137,0,138,0,10
80,0,58,2,10
29,0,58,2,10
105,2,107,2,10
105,2,56,2,10
105,2,61,2,10
105,2,8,2,10
105,2,33,2,10
105,2,81,2,10
79,0,58,2,10
79,0,109,2,10
121,0,108,2,10
125,0,126,2,10
36,2,81,2,10
36,2,99,0,10
36,2,134,2,10
36,2,133,2,10
36,2,60,0,10
36,2,127,0,10
36,2,128,2,10
36,2,124,2,10
36,2,112,0,10
36,2,113,2,10
36,2,104,2,10
36,2,110,2,10
36,2,105,2,10
36,2,109,2,10
111,2,112,0,10
75,0,120,2,10
133,2,135,2,10
140,2,124,2,10
140,2,105,2,10
106,2,72,2,10
132,1,30,1,10
1,1,123,1,10
74,0,73,2,10
72,2,124,2,10
72,2,106,2,10
9,0,32,0,10
9,0,109,2,10
9,0,120,2,10
38,2,81,2,10
38,2,61,2,10
38,2,86,2,10
38,2,101,2,10
103,2,117,0,10
103,2,63,2,10
103,2,101,2,10
103,2,135,2,10
103,2,72,2,10
99,0,126,2,10
56,2,105,2,10
56,2,90,0,10
56,2,68,0,10
120,2,119,0,10
120,2,75,0,10
131,1,30,1,10
32,0,130,0,10
62,1,136,1,10
124,2,135,2,10
124,2,8,2,10
124,2,61,2,10
124,2,85,2,10
124,2,109,2,10
124,2,72,2,10
118,0,120,2,10
118,0,100,0,10
69,2,124,2,10
69,2,79,0,10
69,2,95,0,10
135,2,133,2,10
85,2,124,2,10
44,2,127,0,10
44,2,74,0,10
44,2,60,0,10
44,2,88,0,10
44,2,141,0,10
44,2,90,0,10
44,2,92,0,10
44,2,129,0,10
44,2,79,0,10
44,2,116,0,10
44,2,102,0,10
44,2,117,0,10
114,2,105,2,10
87,0,58,2,10
26,1,122,1,10
19,2,82,2,11
19,2,120,2,11
19,2,139,2,11
19,2,52,2,11
19,2,111,2,11
119,2,120,2,11
119,2,58,0,11
96,0,48,0,11
96,0,95,0,11
96,0,137,0,11
96,0,32,0,11
96,0,124,0,11
71,0,72,0,11
137,0,138,0,11
80,2,58,0,11
79,2,58,0,11
105,0,56,0,11
105,0,135,0,11
105,0,61,0,11
105,0,63,0,11
105,0,144,0,11
105,0,58,0,11
121,0,108,0,11
125,0,126,0,11
36,0,81,0,11
36,0,99,0,11
36,0,134,0,11
36,0,133,0,11
36,0,60,2,11
36,0,127,2,11
36,0,109,0,11
36,0,128,0,11
36,0,124,0,11
36,0,104,0,11
36,0,112,0,11
75,2,120,2,11
133,0,135,0,11
140,0,124,0,11
140,0,105,0,11
132,1,30,1,11
1,1,123,1,11
74,2,73,0,11
63,0,105,0,11
72,0,71,0,11
72,0,124,0,11
72,0,106,0,11
9,0,32,0,11
9,0,109,0,11
9,0,120,2,11
38,0,81,0,11
38,0,61,0,11
38,0,86,0,11
38,0,101,0,11
103,0,109,0,11
103,0,117,0,11
103,0,63,0,11
103,0,101,0,11
103,0,135,0,11
103,0,72,0,11
144,0,105,0,11
144,0,121,0,11
144,0,99,0,11
99,0,126,0,11
145,0,48,0,11
145,0,95,0,11
120,2,119,2,11
120,2,75,2,11
95,0,63,0,11
95,0,109,0,11
95,0,81,0,11
131,1,30,1,11
48,0,81,0,11
142,2,58,0,11
32,0,130,0,11
62,1,136,1,11
124,0,135,0,11
124,0,8,0,11
124,0,61,0,11
124,0,85,0,11
124,0,109,0,11
124,0,72,0,11
118,2,120,2,11
118,2,100,2,11
143,0,32,0,11
6,1,146,1,11
69,0,124,0,11
69,0,79,2,11
69,0,95,0,11
135,0,124,0,11
135,0,133,0,11
44,0,127,2,11
44,0,74,2,11
44,0,60,2,11
44,0,102,2,11
44,0,88,2,11
44,0,141,2,11
44,0,90,2,11
44,0,92,2,11
44,0,129,2,11
44,0,79,2,11
44,0,116,2,11
85,0,124,0,11
26,1,122,1,11
19,2,82,1,12
19,2,120,1,12
19,2,139,1,12
19,2,52,1,12
19,2,111,1,12
96,2,48,0,12
96,2,95,0,12
96,2,32,2,12
96,2,137,0,12
34,0,109,2,12
71,0,72,2,12
137,0,138,2,12
105,0,56,0,12
105,0,135,0,12
105,0,61,2,12
105,0,63,2,12
105,0,144,0,12
105,0,58,2,12
30,1,132,1,12
36,0,147,2,12
36,0,109,2,12
36,0,105,0,12
36,0,81,2,12
36,0,99,2,12
36,0,134,2,12
36,0,133,0,12
36,0,60,2,12
75,2,120,1,12
133,0,135,0,12
140,0,124,0,12
140,0,105,0,12
132,1,30,1,12
1,0,135,0,12
63,2,95,0,12
63,2,105,0,12
72,2,71,0,12
9,0,148,2,12
9,0,153,2,12
9,0,151,2,12
9,0,154,2,12
9,0,121,2,12
9,0,152,2,12
9,0,149,2,12
9,0,135,0,12
9,0,150,2,12
9,0,136,2,12
9,0,22,2,12
9,0,8,2,12
9,0,58,2,12
9,0,32,2,12
9,0,109,2,12
38,0,81,2,12
38,0,61,2,12
38,0,86,2,12
38,0,101,2,12
103,0,109,2,12
103,0,117,2,12
103,0,63,2,12
103,0,101,2,12
103,0,72,2,12
103,0,135,0,12
144,0,105,0,12
144,0,121,2,12
144,0,99,2,12
145,2,48,0,12
145,2,95,0,12
95,0,63,2,12
95,0,109,2,12
95,0,81,2,12
131,1,30,1,12
48,0,81,2,12
142,0,58,2,12
62,0,136,2,12
124,0,135,0,12
143,0,32,2,12
6,1,146,1,12
69,2,124,0,12
69,2,79,0,12
69,2,95,0,12
3,0,58,2,12
3,0,155,2,12
135,0,124,0,12
135,0,133,0,12
44,0,105,0,12
44,0,32,2,12
44,0,127,2,12
44,0,74,2,12
44,0,60,2,12
44,0,102,2,12
44,0,88,2,12
44,0,141,2,12
44,0,90,2,12
114,0,105,0,12
68,0,56,0,12
19,1,158,0,13
19,1,120,0,13
19,1,82,0,13
34,2,109,1,13
101,1,51,1,13
101,1,34,2,13
96,1,48,2,13
96,1,95,2,13
129,2,8,1,13
71,0,72,0,13
105,2,129,2,13
105,2,56,1,13
105,2,135,1,13
105,2,61,1,13
105,2,63,1,13
105,2,144,2,13
105,2,58,1,13
30,0,132,0,13
36,2,129,2,13
36,2,156,1,13
36,2,73,1,13
36,2,147,1,13
36,2,109,1,13
36,2,105,2,13
51,1,101,1,13
1,2,159,1,13
1,2,135,1,13
63,1,95,2,13
63,1,105,2,13
72,0,71,0,13
9,2,157,1,13
9,2,76,1,13
9,2,148,1,13
9,2,153,1,13
9,2,151,1,13
9,2,154,1,13
9,2,121,1,13
9,2,152,1,13
9,2,149,1,13
9,2,135,1,13
9,2,150,1,13
9,2,136,1,13
9,2,22,1,13
9,2,8,1,13
9,2,58,1,13
9,2,32,1,13
9,2,109,1,13
103,2,109,1,13
103,2,63,1,13
144,2,105,2,13
144,2,121,1,13
144,2,99,2,13
160,0,72,0,13
145,1,48,2,13
145,1,95,2,13
95,2,63,1,13
95,2,109,1,13
95,2,81,1,13
131,0,30,0,13
48,2,81,1,13
142,2,58,1,13
124,2,135,1,13
143,2,32,1,13
6,0,146,0,13
3,2,58,1,13
3,2,155,1,13
135,1,124,2,13
44,2,74,1,13
44,2,129,2,13
44,2,60,1,13
44,2,105,2,13
44,2,32,1,13
114,1,105,2,13
68,2,56,1,13
19,1,109,2,14
19,1,158,2,14
19,1,120,1,14
34,1,101,2,14
34,1,109,2,14
101,2,51,1,14
101,2,34,1,14
96,2,164,1,14
96,2,163,2,14
96,2,95,1,14
129,2,8,2,14
180,1,182,1,14
180,1,177,1,14
180,1,181,1,14
105,2,135,2,14
105,2,129,2,14
30,1,132,1,14
175,1,50,1,14
175,1,32,1,14
51,1,157,1,14
51,1,101,2,14
36,2,129,2,14
36,2,156,2,14
36,2,73,2,14
36,2,147,2,14
36,2,109,2,14
36,2,105,2,14
1,2,159,2,14
1,2,135,2,14
63,1,174,1,14
63,1,155,1,14
63,1,95,1,14
161,1,162,1,14
161,1,63,1,14
161,1,164,1,14
9,2,165,1,14
9,2,20,2,14
9,2,61,2,14
9,2,157,1,14
9,2,32,1,14
9,2,76,1,14
9,2,148,2,14
9,2,153,2,14
9,2,151,2,14
9,2,154,1,14
9,2,121,2,14
9,2,152,2,14
9,2,149,2,14
9,2,135,2,14
9,2,150,2,14
9,2,136,2,14
9,2,22,2,14
9,2,8,2,14
9,2,58,2,14
38,2,128,2,14
38,2,109,2,14
103,1,85,1,14
103,1,63,1,14
103,1,109,2,14
103,1,101,2,14
103,1,173,1,14
183,0,184,0,14
160,2,72,2,14
41,1,165,1,14
41,1,132,1,14
41,1,169,1,14
41,1,166,1,14
41,1,120,1,14
41,1,90,1,14
41,1,76,1,14
41,1,134,1,14
41,1,56,1,14
41,1,157,1,14
41,1,167,1,14
41,1,180,1,14
41,1,168,1,14
41,1,177,1,14
41,1,63,1,14
56,1,171,1,14
56,1,154,1,14
56,1,170,1,14
56,1,68,1,14
56,1,172,1,14
131,1,30,1,14
32,1,174,1,14
32,1,164,1,14
32,1,58,2,14
32,1,155,1,14
32,1,26,1,14
32,1,109,2,14
32,1,179,1,14
32,1,130,1,14
32,1,177,1,14
32,1,175,1,14
124,2,109,2,14
164,1,8,2,14
164,1,177,1,14
164,1,178,1,14
164,1,179,1,14
67,2,154,1,14
163,2,72,2,14
8,2,58,2,14
8,2,164,1,14
3,1,58,2,14
3,1,155,1,14
58,2,8,2,14
114,2,105,2,14
174,1,63,1,14
176,1,63,1,14
44,2,74,2,14
44,2,129,2,14
44,2,60,2,14
44,2,105,2,14
44,2,32,1,14
68,1,56,1,14
177,1,32,1,14
177,1,180,1,14
19,0,109,0,15
19,0,158,0,15
34,2,101,0,15
101,0,190,2,15
101,0,100,2,15
101,0,51,0,15
101,0,34,2,15
129,2,8,0,15
193,0,149,2,15
193,0,190,2,15
180,0,182,0,15
180,0,177,0,15
180,0,181,0,15
105,2,135,2,15
105,2,129,2,15
175,0,50,0,15
175,0,32,0,15
185,0,63,0,15
185,0,147,0,15
185,0,97,0,15
185,0,109,0,15
185,0,186,0,15
185,0,32,0,15
140,0,185,0,15
204,2,205,2,15
204,2,184,2,15
204,2,104,2,15
1,1,159,1,15
63,0,185,0,15
63,0,174,0,15
63,0,155,0,15
38,0,128,0,15
38,0,109,0,15
103,0,188,0,15
103,0,97,0,15
103,0,190,2,15
103,0,192,0,15
103,0,177,0,15
103,0,58,0,15
103,0,85,0,15
103,0,63,0,15
103,0,109,0,15
103,0,101,0,15
103,0,173,0,15
160,0,72,0,15
41,0,188,0,15
41,0,192,0,15
41,0,186,0,15
41,0,185,0,15
41,0,86,0,15
41,0,165,0,15
41,0,132,0,15
41,0,169,0,15
41,0,166,0,15
41,0,120,0,15
41,0,90,0,15
41,0,76,0,15
41,0,134,0,15
41,0,56,0,15
41,0,157,0,15
41,0,167,0,15
41,0,180,0,15
41,0,168,0,15
41,0,177,0,15
41,0,63,0,15
131,1,30,1,15
194,0,149,2,15
194,0,195,2,15
190,2,109,0,15
186,0,185,0,15
67,2,154,0,15
58,0,8,0,15
176,0,181,0,15
176,0,203,0,15
176,0,61,0,15
176,0,8,0,15
176,0,20,0,15
176,0,175,0,15
176,0,200,0,15
176,0,58,0,15
176,0,190,2,15
176,0,72,0,15
176,0,199,0,15
176,0,192,0,15
176,0,188,0,15
176,0,202,0,15
176,0,201,0,15
176,0,120,0,15
176,0,184,2,15
176,0,166,0,15
176,0,196,0,15
176,0,185,0,15
176,0,149,2,15
176,0,177,0,15
176,0,180,0,15
176,0,97,0,15
176,0,132,0,15
176,0,86,0,15
176,0,197,0,15
176,0,198,0,15
176,0,63,0,15
177,0,32,0,15
177,0,180,0,15
189,0,8,0,15
189,0,175,0,15
189,0,144,0,15
96,0,164,0,15
96,0,163,0,15
96,0,95,0,15
191,0,175,0,15
191,0,78,0,15
36,2,129,2,15
36,2,156,2,15
36,2,109,0,15
36,2,73,2,15
36,2,147,0,15
36,2,105,2,15
161,0,162,0,15
161,0,63,0,15
161,0,164,0,15
51,0,157,0,15
51,0,101,0,15
183,0,184,2,15
9,0,165,0,15
9,0,20,0,15
9,0,61,0,15
9,0,8,0,15
9,0,58,0,15
9,0,157,0,15
9,0,32,0,15
9,0,76,0,15
109,0,124,0,15
187,0,186,0,15
56,0,171,0,15
56,0,154,0,15
56,0,170,0,15
56,0,68,0,15
56,0,172,0,15
32,0,185,0,15
32,0,174,0,15
32,0,164,0,15
32,0,58,0,15
32,0,155,0,15
32,0,26,0,15
32,0,109,0,15
32,0,179,0,15
32,0,130,0,15
32,0,177,0,15
32,0,175,0,15
102,0,97,0,15
124,0,109,0,15
164,0,8,0,15
164,0,177,0,15
164,0,178,0,15
164,0,179,0,15
163,0,72,0,15
8,0,58,0,15
8,0,164,0,15
174,0,63,0,15
44,2,74,2,15
44,2,129,2,15
155,0,32,0,15
155,0,63,0,15
19,0,109,0,16
34,1,101,1,16
101,1,88,1,16
101,1,208,1,16
101,1,184,1,16
101,1,190,1,16
101,1,100,1,16
155,0,32,0,16
155,0,63,0,16
193,1,149,1,16
193,1,190,1,16
180,0,182,0,16
180,0,177,0,16
180,0,181,0,16
175,0,191,0,16
175,0,50,0,16
175,0,32,0,16
185,0,63,0,16
185,0,147,0,16
185,0,97,0,16
185,0,109,0,16
185,0,186,0,16
185,0,32,0,16
140,0,185,0,16
204,1,123,2,16
204,1,129,2,16
204,1,205,2,16
204,1,184,1,16
204,1,104,2,16
63,0,184,1,16
63,0,46,0,16
63,0,199,0,16
63,0,185,0,16
63,0,174,0,16
63,0,155,0,16
38,0,128,0,16
38,0,109,0,16
103,0,132,0,16
103,0,210,0,16
103,0,188,0,16
103,0,97,0,16
103,0,190,1,16
103,0,192,0,16
103,0,177,0,16
103,0,58,0,16
103,0,85,0,16
103,0,63,0,16
103,0,109,0,16
103,0,101,1,16
103,0,173,0,16
199,0,20,0,16
199,0,209,1,16
199,0,101,1,16
199,0,58,0,16
41,0,188,0,16
41,0,192,0,16
41,0,186,0,16
41,0,185,0,16
41,0,86,0,16
41,0,165,0,16
41,0,132,0,16
41,0,169,0,16
41,0,166,0,16
41,0,120,0,16
41,0,90,0,16
41,0,76,0,16
41,0,134,0,16
41,0,56,1,16
41,0,157,0,16
41,0,167,0,16
41,0,180,0,16
41,0,168,0,16
41,0,177,0,16
41,0,63,0,16
184,1,101,1,16
194,1,207,1,16
194,1,206,1,16
194,1,199,0,16
194,1,149,1,16
194,1,195,1,16
190,1,109,0,16
186,0,185,0,16
67,1,154,0,16
3,0,185,0,16
3,0,32,0,16
58,0,8,0,16
176,0,181,0,16
176,0,203,0,16
176,0,61,0,16
176,0,8,0,16
176,0,20,0,16
176,0,175,0,16
176,0,200,0,16
176,0,58,0,16
176,0,190,1,16
176,0,72,0,16
176,0,199,0,16
176,0,192,0,16
176,0,188,0,16
176,0,202,0,16
176,0,201,0,16
176,0,120,0,16
176,0,184,1,16
176,0,166,0,16
176,0,196,0,16
176,0,185,0,16
176,0,149,1,16
176,0,177,0,16
176,0,180,0,16
176,0,97,0,16
176,0,132,0,16
176,0,86,0,16
176,0,197,0,16
176,0,198,0,16
176,0,63,0,16
177,0,32,0,16
177,0,180,0,16
189,0,8,0,16
189,0,175,0,16
189,0,144,0,16
96,0,164,0,16
96,0,163,0,16
121,0,191,0,16
191,0,121,0,16
191,0,175,0,16
191,0,78,0,16
36,1,105,1,16
36,1,209,1,16
161,0,162,0,16
161,0,63,0,16
161,0,164,0,16
51,0,157,0,16
183,1,184,1,16
9,0,58,0,16
9,0,165,0,16
9,0,20,0,16
9,0,61,0,16
9,0,32,0,16
109,0,124,0,16
187,0,186,0,16
56,1,171,0,16
56,1,154,0,16
56,1,170,0,16
56,1,68,0,16
56,1,172,0,16
32,0,185,0,16
32,0,174,0,16
32,0,164,0,16
32,0,58,0,16
32,0,155,0,16
32,0,26,0,16
32,0,109,0,16
32,0,179,0,16
32,0,130,0,16
32,0,177,0,16
32,0,175,0,16
102,0,97,0,16
124,0,109,0,16
164,0,8,0,16
164,0,177,0,16
164,0,178,0,16
164,0,179,0,16
163,0,72,0,16
8,0,58,0,16
8,0,164,0,16
174,0,63,0,16
19,1,175,0,17
19,1,109,0,17
19,1,215,0,17
101,1,88,0,17
101,1,208,0,17
101,1,184,0,17
101,1,190,0,17
101,1,100,0,17
155,0,32,0,17
155,0,63,1,17
193,1,149,0,17
193,1,190,0,17
175,0,214,1,17
175,0,191,1,17
185,0,63,1,17
185,0,147,0,17
185,0,97,0,17
185,0,109,0,17
185,0,186,0,17
185,0,32,0,17
140,0,185,0,17
212,0,66,0,17
212,0,209,0,17
215,0,67,1,17
215,0,62,1,17
215,0,51,1,17
204,1,123,2,17
204,1,129,2,17
204,1,205,2,17
204,1,184,0,17
204,1,104,2,17
63,1,127,0,17
63,1,184,0,17
63,1,46,0,17
63,1,199,0,17
63,1,185,0,17
63,1,155,0,17
103,1,82,0,17
103,1,98,0,17
103,1,127,0,17
103,1,168,0,17
103,1,56,0,17
103,1,175,0,17
